54, 69, 81, 247, 126, 29
8, 70, 81, 247, 128, 33
54, 70, 81, 247, 128, 33
8, 69, 81, 247, 128, 31
54, 68, 81, 245, 124, 29
8, 68, 81, 247, 126, 31
54, 67, 81, 247, 124, 28
8, 67, 81, 247, 124, 28
54, 66, 81, 247, 124, 26
8, 66, 81, 247, 123, 26
54, 65, 81, 245, 123, 26
8, 65, 81, 245, 123, 26
54, 64, 81, 244, 121, 24
8, 64, 81, 245, 123, 24
54, 63, 81, 244, 121, 23
8, 63, 81, 245, 121, 24
54, 62, 81, 244, 119, 23
8, 62, 81, 242, 119, 23
54, 61, 81, 242, 118, 21
8, 61, 81, 244, 118, 21
54, 60, 81, 242, 118, 19
8, 60, 81, 242, 116, 18
54, 59, 81, 244, 114, 15
8, 59, 81, 242, 111, 13
54, 58, 81, 242, 111, 11
8, 58, 81, 242, 109, 11
54, 57, 81, 244, 108, 6
8, 57, 81, 242, 106, 5
54, 56, 81, 244, 104, 3
9, 71, 81, 247, 128, 31
53, 71, 81, 247, 128, 31
8, 56, 81, 240, 104, 3
54, 55, 81, 242, 106, 5
9, 72, 81, 247, 128, 31
53, 72, 81, 247, 126, 31
8, 55, 81, 240, 104, 3
53, 54, 81, 237, 103, 5
9, 54, 81, 237, 103, 5
53, 53, 81, 232, 104, 8
9, 73, 81, 245, 128, 33
53, 73, 81, 245, 128, 33
9, 53, 81, 232, 104, 8
52, 52, 81, 217, 86, 0
10, 52, 81, 219, 88, 0
52, 51, 81, 189, 49, 0
9, 74, 81, 245, 129, 34
53, 74, 81, 245, 129, 34
10, 51, 81, 189, 49, 0
51, 50, 81, 166, 21, 0
11, 50, 81, 166, 21, 0
51, 49, 81, 162, 19, 0
10, 75, 81, 245, 129, 34
52, 75, 81, 245, 129, 34
11, 49, 81, 162, 18, 0
50, 48, 81, 161, 18, 0
12, 48, 81, 159, 16, 0
51, 47, 81, 157, 15, 0
10, 76, 81, 245, 129, 34
52, 76, 81, 245, 129, 34
11, 47, 81, 157, 15, 0
51, 46, 81, 151, 10, 0
10, 77, 81, 245, 131, 36
52, 77, 81, 245, 131, 36
11, 46, 81, 151, 10, 0
51, 45, 81, 142, 6, 0
10, 78, 81, 245, 132, 38
52, 78, 81, 245, 131, 38
11, 45, 81, 142, 6, 0
52, 44, 81, 141, 18, 0
11, 79, 81, 245, 131, 38
51, 79, 81, 245, 132, 38
10, 44, 81, 141, 18, 0
52, 43, 81, 214, 129, 66
11, 80, 81, 245, 134, 39
51, 80, 81, 245, 132, 39
10, 43, 81, 216, 131, 68
53, 42, 81, 254, 184, 119
11, 81, 81, 245, 134, 39
51, 81, 81, 242, 131, 38
9, 42, 81, 250, 182, 116
53, 41, 81, 250, 176, 108
11, 82, 81, 244, 136, 41
51, 82, 81, 242, 132, 41
9, 41, 81, 250, 176, 109
53, 40, 81, 247, 157, 84
9, 40, 81, 249, 157, 84
54, 39, 81, 244, 141, 58
12, 83, 81, 244, 132, 38
50, 83, 81, 242, 131, 38
8, 39, 81, 244, 141, 58
54, 38, 81, 242, 132, 46
8, 38, 81, 242, 132, 44
54, 37, 81, 240, 126, 31
8, 37, 81, 240, 124, 31
55, 36, 81, 244, 124, 28
12, 84, 81, 245, 131, 34
50, 84, 81, 240, 126, 33
7, 36, 81, 244, 124, 28
55, 35, 81, 244, 123, 26
12, 85, 81, 245, 129, 36
13, 85, 81, 244, 128, 34
7, 35, 81, 244, 123, 26
55, 34, 81, 244, 123, 26
24, 85, 81, 222, 111, 23
25, 85, 81, 222, 109, 21
7, 34, 81, 244, 123, 26
55, 33, 81, 245, 124, 26
26, 85, 81, 227, 116, 28
27, 85, 81, 231, 119, 29
7, 33, 81, 245, 124, 26
55, 32, 81, 247, 126, 26
7, 32, 81, 249, 124, 28
55, 31, 81, 249, 126, 26
7, 31, 81, 249, 124, 28
55, 30, 81, 247, 124, 28
7, 30, 81, 247, 124, 29
55, 29, 81, 247, 123, 28
7, 29, 81, 247, 124, 29
55, 28, 81, 247, 126, 29
7, 28, 81, 247, 126, 29
55, 27, 81, 247, 128, 31
7, 27, 81, 247, 126, 31
55, 26, 81, 247, 128, 33
7, 26, 81, 247, 128, 33
55, 25, 81, 247, 128, 33
7, 25, 81, 247, 128, 33
55, 24, 81, 247, 129, 33
7, 24, 81, 247, 129, 33
55, 23, 81, 247, 131, 34
7, 23, 81, 247, 129, 34
55, 22, 81, 247, 131, 34
7, 22, 81, 247, 131, 34
55, 21, 81, 247, 131, 36
7, 21, 81, 247, 131, 36
55, 20, 81, 245, 131, 36
28, 85, 81, 236, 126, 34
29, 85, 81, 239, 131, 38
7, 20, 81, 245, 131, 36
55, 19, 81, 245, 131, 38
30, 85, 81, 242, 134, 41
31, 85, 81, 244, 134, 41
7, 19, 81, 245, 131, 38
55, 18, 81, 245, 129, 36
32, 85, 81, 242, 132, 41
33, 85, 81, 239, 129, 38
7, 18, 81, 245, 131, 36
55, 17, 81, 247, 132, 38
34, 85, 81, 236, 124, 33
35, 85, 81, 231, 118, 29
36, 85, 81, 227, 114, 26
37, 85, 81, 222, 111, 23
38, 85, 81, 222, 109, 23
49, 85, 81, 242, 126, 33
7, 17, 81, 247, 131, 36
54, 16, 81, 247, 132, 36
50, 85, 81, 244, 129, 34
39, 16, 81, 166, 71, 15
38, 16, 81, 197, 128, 73
37, 16, 81, 219, 162, 106
13, 86, 81, 245, 126, 33
23, 86, 81, 224, 109, 23
39, 86, 81, 222, 109, 23
49, 86, 81, 244, 124, 31
25, 16, 81, 221, 164, 109
24, 16, 81, 197, 126, 71
23, 16, 81, 166, 69, 15
13, 87, 81, 245, 126, 31
8, 16, 81, 247, 132, 36
54, 15, 81, 247, 134, 38
40, 15, 81, 174, 51, 0
36, 15, 81, 229, 176, 119
35, 15, 81, 240, 191, 136
34, 15, 81, 244, 196, 139
33, 15, 81, 250, 202, 146
32, 15, 81, 254, 207, 151
31, 15, 81, 254, 207, 151
30, 15, 81, 252, 207, 149
29, 15, 81, 249, 202, 146
28, 15, 81, 244, 196, 139
27, 15, 81, 242, 194, 137
26, 15, 81, 231, 176, 121
22, 15, 81, 172, 51, 0
8, 15, 81, 247, 134, 38
54, 14, 81, 247, 132, 36
40, 14, 81, 181, 58, 0
22, 14, 81, 181, 58, 0
8, 14, 81, 247, 132, 38
54, 13, 81, 247, 134, 39
40, 13, 81, 184, 63, 0
22, 13, 81, 184, 61, 0
8, 13, 81, 247, 134, 39
54, 12, 81, 247, 134, 39
40, 12, 81, 187, 66, 0
22, 12, 81, 187, 66, 0
8, 12, 81, 247, 134, 39
54, 11, 81, 247, 136, 41
14, 87, 81, 245, 124, 31
40, 11, 81, 191, 71, 0
22, 11, 81, 191, 71, 0
21, 87, 81, 236, 126, 34
8, 11, 81, 247, 136, 41
54, 10, 81, 247, 137, 44
22, 87, 81, 232, 123, 31
40, 10, 81, 192, 74, 0
22, 10, 81, 192, 74, 0
40, 87, 81, 231, 121, 31
8, 10, 81, 247, 137, 44
54, 9, 81, 247, 139, 46
41, 87, 81, 234, 123, 33
40, 9, 81, 191, 73, 0
22, 9, 81, 192, 74, 0
48, 87, 81, 242, 123, 29
8, 9, 81, 247, 139, 46
54, 8, 81, 247, 144, 53
41, 8, 81, 194, 74, 0
21, 8, 81, 194, 74, 0
8, 8, 81, 247, 142, 53
54, 7, 81, 254, 161, 76
41, 7, 81, 196, 78, 3
21, 7, 81, 194, 78, 1
8, 7, 81, 254, 161, 76
54, 6, 81, 255, 206, 136
41, 6, 81, 201, 84, 8
21, 6, 81, 199, 83, 8
8, 6, 81, 255, 206, 136
54, 5, 81, 255, 236, 172
41, 5, 81, 204, 93, 19
21, 5, 81, 206, 96, 21
8, 5, 81, 255, 234, 167
54, 4, 81, 255, 255, 202
49, 87, 81, 244, 124, 31
41, 4, 81, 219, 132, 68
21, 4, 81, 222, 136, 71
14, 88, 81, 245, 126, 29
8, 4, 81, 255, 255, 202
53, 3, 81, 255, 255, 204
15, 88, 81, 245, 128, 31
41, 3, 81, 237, 172, 114
21, 3, 81, 237, 174, 116
16, 88, 81, 247, 128, 31
9, 3, 81, 255, 255, 204
53, 2, 81, 255, 255, 206
19, 88, 81, 242, 132, 41
20, 88, 81, 237, 128, 36
42, 2, 81, 255, 219, 162
20, 2, 81, 255, 224, 166
42, 88, 81, 236, 126, 34
43, 88, 81, 239, 128, 38
9, 2, 81, 255, 255, 206
52, 1, 81, 255, 255, 206
51, 1, 81, 255, 255, 206
50, 1, 81, 255, 255, 202
46, 88, 81, 245, 124, 29
47, 88, 81, 245, 126, 29
48, 88, 81, 245, 126, 29
44, 1, 81, 255, 249, 189
43, 1, 81, 255, 244, 186
19, 1, 81, 255, 247, 189
18, 1, 81, 255, 252, 192
14, 89, 81, 247, 129, 31
15, 89, 81, 247, 128, 29
16, 89, 81, 249, 126, 29
12, 1, 81, 255, 255, 204
11, 1, 81, 255, 255, 206
10, 1, 81, 255, 255, 206
49, 0, 81, 76, 44, 15
48, 0, 81, 217, 181, 132
47, 0, 81, 192, 157, 109
46, 0, 81, 0, 0, 0
45, 0, 81, 46, 11, 0
17, 0, 81, 46, 11, 0
16, 0, 81, 0, 0, 0
15, 0, 81, 192, 157, 109
14, 0, 81, 216, 181, 131
13, 0, 81, 76, 44, 15
45, 88, 80, 244, 129, 34
44, 88, 80, 240, 129, 38
18, 88, 80, 240, 132, 39
17, 88, 80, 244, 128, 34
47, 87, 80, 244, 124, 31
46, 87, 80, 244, 126, 31
45, 87, 80, 240, 131, 38
44, 87, 80, 240, 131, 38
43, 87, 80, 239, 129, 38
42, 87, 80, 237, 126, 36
20, 87, 80, 236, 128, 34
19, 87, 80, 237, 128, 36
18, 87, 80, 240, 131, 39
17, 87, 80, 242, 131, 39
16, 87, 80, 245, 128, 33
15, 87, 80, 245, 126, 33
48, 86, 80, 240, 121, 26
47, 86, 80, 240, 124, 29
46, 86, 80, 244, 129, 36
17, 89, 81, 247, 126, 29
